65234,43408,59608
80907,25314,56077
18917,18901,31404
47951,24599,59070
26924,98324,37810
79092,2655,77406
60922,35654,35179
83790,85633,23388
97185,8707,56417
33567,20300,97164
96546,98201,51738
98609,65021,6987
70046,40567,54898
65194,50196,66099
4443,25397,8380
43170,9136,37821
27891,45027,95596
68887,11558,74482
38048,88844,17358
40961,67877,13610
82387,22068,90327
47395,98262,46197
86481,38330,66879
9766,39639,64045
89323,2559,93214
75717,49222,13479
71723,72834,73272
52862,90654,65276
40789,78146,47449
20321,77235,88834
40977,38784,86779
51742,66367,63432
40420,85769,95438
83634,50138,29965
88941,60303,88534
12380,18230,84651
96567,48742,62493
91224,161,18045
19300,40770,96724
70758,35829,50487
94083,29075,64767
89371,82094,86922
30599,90639,48135
39588,94011,63386
13290,83876,71370
5850,1933,6563
15706,32765,79029
96759,5011,33959
20601,32735,5789
96135,69232,33584
73140,9403,92343
8391,9512,69049
46641,21246,43345
13799,97074,19319
61944,96566,3088
29216,38079,10541
24175,78053,70588
78927,23639,5972
29368,11839,59970
98289,63620,78508
52803,22165,28587
91332,31608,24785
84840,43105,14214
96120,4520,81715
51822,45039,11885
77096,28689,6097
86643,63884,14118
6900,59898,85601
97756,66700,68432
6064,30024,26151
78481,46794,48250
22703,62454,31507
50116,98141,75311
26190,75621,78743
46144,39985,57503
62434,12477,93692
47193,61192,69152
37745,30923,18927
70983,48601,94228
75833,36135,85942
37964,8475,14019
7008,73816,1957
53036,8794,50519
25804,76528,73500
65374,90539,23468
92994,70736,67414
58782,29780,76817
1863,8451,65929
5090,42612,29793
99017,48826,26186
91977,52855,86720
62143,80080,82413
71665,20775,64255
29881,56362,72477
60515,74537,27525
19717,75,23856
71201,20305,68992
68697,86342,90261
58843,59434,22447
88797,88851,20189
67403,57457,3817
20551,68374,12047
10236,19894,43343
12361,29539,60905
28972,67944,49313
14507,1920,74512
75766,18242,16350
25266,988,30960
76150,53715,22420
76622,32444,52957
97666,23873,87047
83192,1260,52186
32397,41062,20538
72776,55449,76765
91709,87389,34551
27397,24405,91866
17202,96379,90610
26320,56119,71824
92258,79227,19465
3128,58677,9386
67369,70840,31616
24741,84968,4855
50049,69536,86557
59226,61022,16313
5750,6515,25558
34151,82853,2606
12228,32561,68254
15604,35203,36807
15172,45036,91164
86818,17620,54350
30809,21400,11050
39117,99204,92025
40560,82763,35959
77387,81657,52625
15061,49054,83450
42203,57032,79445
76500,15284,77276
22001,25089,87843
66533,17394,4548
42067,87401,53174
92013,90201,27896
92984,87282,45284
74774,87760,38381
50856,59567,28996
63552,26712,25233
23597,12092,95543
55374,83027,36139
23162,78151,74964
94189,79003,88100
83518,35594,64141
38854,41043,29536
60273,23640,8720
78157,88607,36774
99382,63290,84565
64220,10684,11490
59378,83643,2706
60007,38433,20944
45839,74437,8320
50552,43385,9934
28613,88237,11291
45225,43252,87889
64060,20572,71757
55792,1716,16216
48345,57989,35211
50651,72209,47208
95578,12789,13807
36707,90843,68372
8034,18764,51353
68895,37780,67235
12035,6091,41722
86629,44544,82506
53640,17116,74710
39582,21281,76295
4517,426,49224
97715,32834,41625
39894,4140,16490
23837,61076,54368
91077,46820,77872
7753,38543,83496
46380,24916,32098
17399,59317,39047
46041,6576,58037
94582,2688,18265
17763,22124,56650
85996,74190,45895
30367,93538,79939
56521,7934,67425
62540,13791,37385
86639,44946,15668
56505,89180,91896
8124,42633,61224
57252,50271,42808
45884,38674,58443
93643,61292,46284
56825,18815,98017
74419,69196,50617
95324,32808,12538
67289,16402,61969
47488,52345,41559
82858,9751,50714
33146,32443,80021
29927,49294,23686
45231,15619,68765
63053,91063,98327
54627,22974,32766
43706,18922,26597
9055,48130,38049
72566,11040,85098
13657,37457,5916
80225,26093,10960
13077,30925,6980
76129,50160,74737
79507,65048,48338
82616,15342,34495
32592,62111,16417
90909,24085,53487
99783,87459,81663
69128,90510,45847
98727,94513,78441
63091,84509,45455
81482,29503,16607
70704,63614,52994
69202,37429,57823
90515,21026,27072
40746,77438,83970
64915,40465,7036
80346,73898,45438
95610,29916,74346
29918,14334,90548
89871,49007,30397
65184,86488,59202
70823,36937,88620
33120,59190,591
31000,236,24998
7494,19292,19683
7512,49413,61513
82282,70094,50890
75006,23433,70588
77304,74743,77651
50759,63283,64423
11574,79537,22276
15065,72049,16528
69762,61057,87313
23446,19174,31998
64815,649,38652
82653,62310,36374
68325,72238,37717
39576,29897,68595
46811,59211,33770
30122,90096,38424
32352,17192,65635
90286,42949,50852
62816,30701,89034
16675,3205,45790
86779,79323,63831
76888,44271,53798
91452,61315,86686
74072,64157,95683
72150,12198,80711
79183,3503,60628
54557,24221,61809
78982,75576,82758
12045,81486,40529
59126,41825,62515
75266,58539,54746
10933,5964,38942
23334,86946,31142
89622,17875,42130
94320,90308,29497
44705,21142,40247
75186,57548,7521
58635,77918,11396
97996,34279,44521
88895,91742,26535
59553,43406,88420
18575,24891,22592
52371,56486,47718
42953,91529,92612
39030,58021,78994
7574,80920,31294
88561,54361,88559
93711,1742,59183
67838,83575,55626
14619,7798,40964
23025,68534,67758
48524,59502,71
31243,73322,78995
69660,4072,4124
45914,75251,84370
6699,66568,11981
53224,5360,22295
85216,59337,45740
10125,10041,32544
45322,40680,21560
60036,50928,24681
8382,52343,47020
36289,91145,48461
2791,15345,48832
45886,18591,12048
22193,19366,19929
98823,75748,58512
77478,15967,8715
75894,45784,54207
78928,26054,92206
40302,51738,14640
75740,95620,44011
43277,66357,4911
89434,28101,17201
18111,69325,91492
1195,25253,98990
71287,51137,88920
25426,28566,38290
94079,21917,93605
42639,17736,78987
44284,1602,25075
11447,7186,30093
41545,76243,49352
29618,16623,25788
48447,7894,2417
82825,97249,12524
94304,94203,90993
5956,79806,6635
34762,26776,81890
64257,84767,60808
62942,88312,39223
90020,32314,98016
28994,67685,13361
29870,28307,43027
22456,22616,34506
763,72868,46244
21692,2066,78598
56299,94877,89583
17992,66789,92982
15161,52987,24917
65144,43725,48406
84160,75005,98663
16190,55809,41934
24870,23884,46555
86119,49459,75716
31980,15945,87363
96289,69545,50807
62102,28523,76978
69726,151,90071
4909,21949,36224
32615,29530,6118
4781,20767,8219
55438,81321,59764
65989,24656,88702
41899,13398,63741
73835,69169,56623
92342,35228,77756
92658,74114,5658
39573,32641,73224
25845,37207,17977
50548,63793,5119
73474,94649,65164
44966,23452,54644
57638,63633,7728
46940,67071,45025
9502,95751,46003
61306,13937,64907
21651,5241,80346
73906,67252,96092
40560,19407,9000
79525,47325,50466
42848,23686,38544
55045,38261,64672
62373,90797,7088
94532,14378,46183
68064,22501,68279
10987,13989,98101
66692,7550,7974
24860,65410,26246
86025,41531,65310
88045,9672,18946
98140,42556,98830
43734,68023,96750
31275,3469,58497
55046,40977,83220
47465,58669,98539
52382,89387,16710
48632,98111,18106
74403,92651,22230
45247,19285,91095
220,11706,62749
65898,31565,34093
84467,75189,31566
48471,98096,23690
6516,21670,98110
43923,61337,90729
25766,32634,68059
94030,46106,45990
35980,65633,66746
93633,67930,35434
7986,60041,5619
66393,68982,95479
57275,42065,82461
27072,17707,70888
61842,53044,22223
3245,13246,60629
19065,23495,59010
77059,75787,27391
90198,81901,89353
48548,4718,90968
71335,63690,97602
91581,471,82559
6145,25786,3517
42200,4473,99927
77620,93049,41729
98290,75299,98799
18231,42662,49200
96388,67751,48938
87171,45336,73103
24116,49602,75548
62472,43150,67792
53965,80290,73683
43032,87184,77971
39103,46653,59404
44507,45918,8419
42486,76992,52184
29423,75561,56886
42349,13954,70767
59740,49781,55216
30911,89968,59816
31753,18074,46463
59762,11351,17727
38838,91946,4040
34736,25642,83967
77289,39800,5706
79873,36056,32293
60805,69563,88936
30636,32177,27036
21160,33169,70110
92965,91706,99741
68985,99604,84325
49370,71477,5959
79460,53752,50050
54777,57600,84676
14587,15991,88358
77581,71175,62024
15822,9512,81245
44799,82976,95362
40102,27781,1899
50498,57893,31335
41323,58772,39011
97537,71601,38913
24106,13270,95409
67936,65311,35199
56515,4615,34357
94574,77956,48472
67737,78101,40719
29586,63354,24859
96841,59654,93406
69012,56845,71729
34114,74734,42531
78354,78388,58009
33639,4477,82286
86132,50041,81703
32774,86720,90651
17083,27567,4703
98096,7474,88278
9107,77284,96168
95356,71600,99129
9416,14784,11507
20156,52454,23832
87511,26973,66267
77179,62419,18866
65000,63572,32875
4234,70206,16600
149,21333,53393
24983,60410,81799
82089,72730,76288
98028,80142,14498
68818,58301,74107
7329,35987,48893
13330,16625,64568
34132,51207,45684
92235,13849,33715
97498,91324,4949
3677,21912,61044
88374,35824,76830
16391,24654,28949
99212,67086,47242
3497,39445,64062
71098,61951,24639
35043,76883,29066
70209,69386,26750
34031,70734,45387
67547,64616,2446
270,75566,26992
49386,81811,96525
2404,27556,25800
21004,44648,21824
12759,73531,33375
64604,61141,59412
32372,73661,11001
34496,74039,83891
60252,59364,99000
42059,53257,90019
70516,54156,70633
44246,30273,47717
1124,76072,90645
21615,76348,33116
70018,34657,41535
63258,75675,32827
8390,61611,52773
30012,67427,97032
29377,55245,17934
53593,54391,23261
34840,48010,6937
6859,27684,3779
38280,17167,41376
48889,28535,79453
99240,61770,14021
21127,32759,82452
83279,28797,80319
78719,92456,41755
59182,63784,7989
9462,24641,89254
16689,75186,71186
29023,22291,51987
9455,53386,72018
20949,66010,2869
76618,15761,10894
75752,29474,18205
69675,67541,22893
2247,35753,52886
57395,51730,67498
96995,49028,80092
49784,73096,43421
87226,76298,51938
27875,56157,87225
8124,5287,73374
85252,53567,18822
24664,74034,90892
32983,91513,79173
66916,25971,40430
48186,69483,97119
42895,97928,28340
60688,91533,14385
63889,78747,38179
78773,45866,78267
91801,27684,29147
24424,94166,74570
86044,58565,74126
60738,46131,6971
78692,41914,72824
19599,77152,76426
31818,98616,82152
27840,65244,61971
24428,24675,69461
24695,83365,16625
77352,80928,25941
92848,71650,54902
59030,11675,50235
69041,52096,45527
83127,55323,68563
64206,60899,14476
14343,84904,81283
80634,14668,37868
8883,13234,86192
7197,65140,7345
2070,51891,19281
1884,92527,77557
31456,11482,80793
40067,34186,30280
13531,37675,95202
71238,1916,25086
70566,97715,35312
71773,26746,55246
77579,45494,23663
38207,33728,67599
9542,52005,83217
64067,27868,82383
20500,90587,16839
4661,27293,18792
92587,98466,29109
34623,36431,58642
83793,50972,98662
83671,21175,11815
6658,20596,62383
26409,94457,18133
40771,71555,53750
12864,54495,99428
34369,59044,62476
29524,6209,68317
15615,75133,20863
82336,82325,40513
10091,55769,59013
15843,10684,96041
43637,17011,69417
51872,24439,47965
17030,97612,91021
69419,92459,52392
94844,11431,85733
50349,68630,73936
63796,34214,95987
81796,64240,42860
4619,44963,29328
63484,28735,73761
990,99900,52735
306,76842,95038
51927,4060,9827
32916,94153,59487
18272,23569,54887
51560,9110,54291
37854,8177,31419
27960,32934,2901
98443,30561,96276
95029,98738,96791
6745,13083,67320
16730,54465,1169
88654,35222,6939
42207,39372,96392
95540,37075,60944
31295,78978,51879
43602,50449,93102
